dyad_id,start_date,end_date,outcome
521,1982-08-01,,
521,1982-08-01,,
521,1982-08-01,,
521,1982-08-01,,
521,1982-08-01,1996-10-25,5.0
523,2003-12-12,,
523,2003-12-12,,
523,2003-12-12,,
523,2003-12-12,2007-12-31,5.0
523,2003-12-12,2011-12-31,5.0
524,2004-05-17,,
524,2004-05-17,,
524,2004-05-17,,
524,2004-05-17,,
524,2004-05-17,,
524,2004-05-17,,
524,2004-05-17,,
524,2004-05-17,,
524,2004-05-17,,
524,2004-05-17,,
524,2004-05-17,,
524,2004-05-17,,
524,2004-05-17,,
524,2004-05-17,,
524,2004-05-17,,
524,2004-05-17,,
524,2004-05-17,,
525,2004-10-03,,
525,2004-10-03,,
525,2004-10-03,2007-12-31,5.0
13891,2004-04-04,2004-09-23,2.0
13891,2004-04-04,,
13891,2004-04-04,2008-06-28,2.0
526,1958-05-15,1958-07-31,1.0
527,1975-09-02,,
527,1975-09-02,1976-10-21,2.0
527,1975-09-02,,
527,1975-09-02,,
527,1975-09-02,1984-12-31,6.0
528,1976-01-20,1976-10-21,2.0
529,1983-09-01,,
529,1983-09-01,1984-12-31,6.0
530,1985-08-11,,
530,1985-08-11,1986-12-31,5.0
531,1986-01-06,1986-12-31,5.0
532,1989-03-11,,
532,1989-03-11,1990-10-13,3.0
533,1985-03-15,1989-09-23,2.0
534,1957-12-31,,
534,1957-12-31,,
534,1957-12-31,1960-07-31,3.0
534,1957-12-31,,
534,1957-12-31,1975-12-31,5.0
534,1957-12-31,1981-12-31,5.0
535,1959-11-12,,
535,1959-11-12,,
535,1959-11-12,1961-04-26,1.0
535,1959-11-12,,
535,1959-11-12,,
535,1959-11-12,,
535,1959-11-12,,
535,1959-11-12,,
535,1959-11-12,,
535,1959-11-12,,
535,1959-11-12,,
535,1959-11-12,,
535,1959-11-12,,
535,1959-11-12,1973-09-14,1.0
536,1960-12-13,1960-12-16,3.0
537,1989-08-25,,
537,1989-08-25,1990-04-10,3.0
538,1961-03-15,,
538,1961-03-15,,
538,1961-03-15,,
538,1961-03-15,,
538,1961-03-15,,
538,1961-03-15,1966-12-31,
538,1961-03-15,,
538,1961-03-15,,
538,1961-03-15,,
538,1961-03-15,,
538,1961-03-15,,
538,1961-03-15,,
538,1961-03-15,1974-10-12,1.0
539,1961-02-04,1961-12-31,5.0
539,1961-02-04,,
539,1961-02-04,,
539,1961-02-04,,
539,1961-02-04,,
539,1961-02-04,,
539,1961-02-04,,
539,1961-02-04,,
539,1961-02-04,,
539,1961-02-04,,
539,1961-02-04,,
539,1961-02-04,,
539,1961-02-04,1974-10-21,1.0
540,1966-12-26,,
540,1966-12-26,1967-12-31,5.0
541,1959-11-22,1959-12-31,6.0
542,1960-07-31,,
542,1960-07-31,1961-12-31,6.0
543,1962-12-31,,
543,1962-12-31,1963-12-31,6.0
544,1964-12-31,,
544,1964-12-31,,
544,1964-12-31,,
544,1964-12-31,,
544,1964-12-31,,
544,1964-12-31,,
544,1964-12-31,1970-12-31,5.0
544,1964-12-31,,
544,1964-12-31,1973-12-31,5.0
545,1969-12-31,,
545,1969-12-31,1970-12-31,5.0
546,1969-12-31,,
546,1969-12-31,1970-12-31,5.0
546,1969-12-31,,
546,1969-12-31,,
546,1969-12-31,,
546,1969-12-31,,
546,1969-12-31,,
546,1969-12-31,,
546,1969-12-31,,
546,1969-12-31,1983-12-31,6.0
547,1976-08-31,1976-12-31,5.0
548,1984-04-30,1984-12-31,6.0
549,1985-12-31,,
549,1985-12-31,,
549,1985-12-31,,
549,1985-12-31,1988-12-31,5.0
549,1985-12-31,,
549,1985-12-31,,
549,1985-12-31,1995-12-31,2.0
550,1996-09-28,,
550,1996-09-28,,
550,1996-09-28,,
550,1996-09-28,,
550,1996-09-28,,
550,1996-09-28,,
550,1996-09-28,2002-09-24,5.0
550,1996-09-28,,
550,1996-09-28,,
550,1996-09-28,,
550,1996-09-28,,
550,1996-09-28,,
550,1996-09-28,,
550,1996-09-28,2011-09-11,2.0
550,1996-09-28,2013-10-10,5.0
11972,2006-11-22,2011-12-31,2.0
11972,2006-11-22,2013-12-31,5.0
11972,2006-11-22,2015-11-30,5.0
551,1961-10-27,,
551,1961-10-27,1962-12-28,3.0
12009,2011-12-04,,
12009,2011-12-04,2014-11-05,5.0
12009,2011-12-04,,
552,1960-08-31,,
552,1960-08-31,,
552,1960-08-31,1962-12-31,3.0
553,1960-12-17,1960-12-17,3.0
554,1975-12-31,,
554,1975-12-31,1977-12-31,5.0
554,1975-12-31,,
554,1975-12-31,,
554,1975-12-31,,
554,1975-12-31,1987-12-31,5.0
555,1975-08-27,1976-12-31,5.0
555,1975-08-27,,
555,1975-08-27,,
555,1975-08-27,,
555,1975-08-27,,
555,1975-08-27,,
555,1975-08-27,,
555,1975-08-27,,
555,1975-08-27,,
555,1975-08-27,,
555,1975-08-27,,
555,1975-08-27,1988-04-30,6.0
555,1975-08-27,,
556,1977-01-31,,
556,1977-01-31,1978-12-31,5.0
557,1982-12-31,,
557,1982-12-31,,
557,1982-12-31,1985-12-31,5.0
558,1989-01-08,,
558,1989-01-08,,
558,1989-01-08,1991-06-02,4.0
559,1989-05-16,1989-05-30,3.0
12104,1991-06-02,1991-06-30,3.0
560,1964-02-10,1964-03-30,2.0
560,1964-02-10,,
560,1964-02-10,1978-03-23,3.0
560,1964-02-10,1980-12-03,3.0
561,1960-02-29,,
561,1960-02-29,,
561,1960-02-29,1962-12-31,2.0
562,1996-02-25,,
562,1996-02-25,,
562,1996-02-25,,
562,1996-02-25,,
562,1996-02-25,,
562,1996-02-25,,
562,1996-02-25,,
562,1996-02-25,,
562,1996-02-25,,
562,1996-02-25,,
562,1996-02-25,2006-09-21,1.0
563,1961-04-22,,
563,1961-04-22,1962-06-30,3.0
564,1961-12-31,,
564,1961-12-31,,
564,1961-12-31,,
564,1961-12-31,,
564,1961-12-31,,
564,1961-12-31,,
564,1961-12-31,,
564,1961-12-31,,
564,1961-12-31,,
564,1961-12-31,1970-03-11,1.0
564,1961-12-31,,
564,1961-12-31,,
564,1961-12-31,1975-12-31,3.0
564,1961-12-31,,
564,1961-12-31,,
564,1961-12-31,,
564,1961-12-31,,
564,1961-12-31,,
564,1961-12-31,1984-12-31,5.0
564,1961-12-31,,
564,1961-12-31,,
564,1961-12-31,,
564,1961-12-31,,
564,1961-12-31,,
564,1961-12-31,1991-12-31,5.0
565,1976-12-31,,
565,1976-12-31,,
565,1976-12-31,1978-12-31,5.0
565,1976-12-31,,
565,1976-12-31,,
565,1976-12-31,,
565,1976-12-31,1983-12-31,2.0
